no,token,pos,actual_label,predicted_label,sent_no,token_no,sent
93,Ἕλλην,Nb,ethnic,0,401,33,ὦ βασιλεῦ κοῖόν τι χρῆμα ἐποίησας ἀνδρὶ Ἕλληνι δεινῷ τε καὶ σοφῷ δοὺς ἐγκτίσασθαι πόλιν ἐν Θρηίκῃ ἵνα ἴδη τε ναυπηγήσιμος ἐστὶ ἄφθονος καὶ πολλοὶ κωπέες καὶ μέταλλα ἀργύρεα ὅμιλός τε πολλὸς μὲν Ἕλλην περιοικέει πολλὸς δὲ βάρβαρος οἳ προστάτεω ἐπιλαβόμενοι ποιήσουσι τοῦτο τὸ ἂν κεῖνος ἐξηγέηται καὶ ἡμέρης καὶ νυκτός
94,Σάμου,Ne,place,0,406,13,τοῖσι δὲ περιεοῦσι αὐτῶν οἱ Πέρσαι ὕπαρχον ἐπιστᾶσι Λυκάρητον τὸν Μαιανδρίου τοῦ βασιλεύσαντος Σάμου ἀδελφεόν
95,Μιλήτου,Ne,place,0,407,16,μετὰ δὲ οὐ πολλὸν χρόνον ἄνεσις κακῶν ἦν καὶ ἤρχετο τὸ δεύτερον ἐκ Νάξου τε καὶ Μιλήτου Ἴωσι γίνεσθαι κακά
96,Μίλητος,Ne,place,0,408,7,τοῦτο δὲ κατὰ τὸν αὐτὸν χρόνον ἡ Μίλητος αὐτή τε ἑωυτῆς μάλιστα δὴ τότε ἀκμάσασα καὶ δὴ καὶ τῆς Ἰωνίης ἦν πρόσχημα κατύπερθε δὲ τούτων ἐπὶ δύο γενεὰς ἀνδρῶν νοσήσασα ἐς τὰ μάλιστα στάσι μέχρι οὗ μιν Πάριοι κατήρτισαν
97,Μιλησίους,A-,ethnic,0,412,3,τοὺς δὲ ἄλλους Μιλησίους τοὺς πρὶν στασιάζοντας τούτων ἔταξαν πείθεσθαι
98,Μιλήσιοι,A-,ethnic,0,429,16,καὶ πρῶτα μὲν λόγῳ μετεὶς τὴν τυραννίδα ἰσονομίην ἐποίεε τῇ Μιλήτῳ ὡς ἂν ἑκόντες αὐτῷ οἱ Μιλήσιοι συναπισταίατο
99,Μιλήσιος,A-,ethnic,0,430,3,Ἀρισταγόρης δὲ ὁ Μιλήσιος ὡς τοὺς τυράννους κατέπαυσε στρατηγοὺς ἐν ἑκάστῃ τῶν πολίων κελεύσας ἑκάστους καταστῆσαι δεύτερα αὐτὸς ἐς Λακεδαίμονα τριήρεϊ ἀπόστολος ἐγίνετο
100,Σπάρτης,Ne,place,0,431,2,τῆς δὲ Σπάρτης Ἀναξανδρίδης μὲν ὁ Λέοντος οὐκέτι περιεὼν ἐβασίλευε ἀλλὰ ἐτετελευτήκεε
101,Σπαρτιήτας,Nb,ethnic,0,435,33,ὥστε ὦν οὕτω φρονέων ἐπειδὴ ὅ τε Ἀναξανδρίδης ἀπέθανε καὶ οἱ Λακεδαιμόνιοι χρεώμενοι τῷ νόμῳ ἐστήσαντο βασιλέα τὸν πρεσβύτατον Κλεομένεα ὁ Δωριεὺς δεινόν τε ποιεύμενος καὶ οὐκ ἀξιῶν ὑπὸ Κλεομένεος βασιλεύεσθαι αἰτήσας λεὼν Σπαρτιήτας ἦγε ἐς ἀποικίην οὔτε τῷ ἐν Δελφοῖσι χρηστηρίῳ χρησάμενος ἐς ἥντινα γῆν κτίσων ἴῃ οὔτε ποιήσας οὐδὲν τῶν νομιζομένων
102,Λιβύην,Ne,place,0,436,7,οἷα δὲ βαρέως φέρων ἀπίει ἐς τὴν Λιβύην τὰ πλοῖα
103,Λιβύην,Ne,place,0,437,3,ἀπικόμενος δὲ ἐς Λιβύην οἴκισε χῶρον κάλλιστον τῶν Λιβύων παρὰ Κίνυπα ποταμόν
104,Λιβύην,Ne,place,0,439,8,παραλαβὼν δὲ Δωριεὺς τὸν στόλον τὸν καὶ ἐς Λιβύην ἦγε ἐκομίζετο παρὰ τὴν Ἰταλίην
105,Ἀθηναίῃ,Ne,place,0,440,18,Συβαρῖται μὲν τέμενός τε καὶ νηὸν ἐόντα παρὰ τὸν ξηρὸν Κρᾶθιν τὸν ἱδρύσασθαι συνελόντα τὴν πόλιν Δωριέα λέγουσι Ἀθηναίῃ ἐπωνύμῳ Κραθίῃ
106,Σπαρτιητέων,Nb,ethnic,0,441,6,συνέπλεον δὲ Δωριέι καὶ ἄλλοι συγκτίσται Σπαρτιητέων Θεσσαλὸς καὶ Παραιβάτης καὶ Κελέης καὶ Εὐρυλέων
107,Σπαρτιητέων,Nb,ethnic,0,465,18,ὡς ὦν δὴ οἱ Ἀθηναῖοι λέγουσι οὗτοι οἱ ἄνδρες ἐν Δελφοῖσι κατήμενοι ἀνέπειθον τὴν Πυθίην χρήμασι ὅκως ἔλθοιεν Σπαρτιητέων ἄνδρες εἴτε ἰδίῳ στόλῳ εἴτε δημοσίῳ χρησόμενοι προφέρειν σφι τὰς Ἀθήνας ἐλευθεροῦν
108,Ἀθῆναι,Ne,place,0,473,0,Ἀθῆναι ἐοῦσαι καὶ πρὶν μεγάλαι τότε ἀπαλλαχθεῖσαι τυράννων ἐγίνοντο μέζονες
109,Ἀθηναίων,A-,ethnic,0,487,25,Κλεομένης δὲ ἐπιστάμενος περιυβρίσθαι ἔπεσι καὶ ἔργοισι ὑπ’ Ἀθηναίων συνέλεγε ἐκ πάσης Πελοποννήσου στρατόν οὐ φράζων ἐς τὸ συλλέγει τίσασθαι τε ἐθέλων τὸν δῆμον τὸν Ἀθηναίων καὶ Ἰσαγόρην βουλόμενος τύραννον καταστῆσαι
110,Ἀθηναῖοι,A-,ethnic,0,499,16,δηλοῖ δὲ οὐ κατ’ ἓν μοῦνον ἀλλὰ πανταχῇ ἡ ἰσηγορίη ὡς ἔστι χρῆμα σπουδαῖον εἰ καὶ Ἀθηναῖοι τυραννευόμενοι μὲν οὐδαμῶν τῶν σφέας περιοικεόντων ἦσαν τὰ πολέμια ἀμείνους
111,Ἀθηναίων,A-,ethnic,0,506,4,ἐδέοντο ὦν οἱ Ἐπιδαύριοι Ἀθηναίων ἐλαίην σφι δοῦναι ταμέσθαι ἱρωτάτας δὴ κείνας νομίζοντες εἶναι
112,Ἀθηναίοισι,A-,ethnic,0,509,8,καὶ ἥ τε γῆ σφι ἔφερε καρπὸν καὶ Ἀθηναίοισι ἐπετέλεον τὰ συνέθεντο
113,Ἀθηναίοισι,A-,ethnic,0,513,7,οἱ δὲ Αἰγινῆται ἔφασαν σφίσι τε καὶ Ἀθηναίοισι εἶναι οὐδὲν πρῆγμα
114,Ἀθηναίους,A-,ethnic,0,518,0,Ἀθηναίους μὲν δὴ ταῦτα ποιέειν
115,Ἀθηναίων,A-,ethnic,0,527,7,τῆς δὲ ἔχθρης τῆς πρὸς Αἰγινήτας ἐξ Ἀθηναίων γενομένης ἀρχὴ κατὰ τὰ εἴρηται ἐγένετο
116,Ἀθηναίοισι,A-,ethnic,0,528,9,Αἰγινῆταί τε δὴ ἐδηίουν τῆς Ἀττικῆς τὰ παραθαλάσσια καὶ Ἀθηναίοισι ὁρμημένοισι ἐπ’ Αἰγινήτας στρατεύεσθαι ἦλθε μαντήιον ἐκ Δελφῶν ἐπισχόντας ἀπὸ τοῦ Αἰγινητέων ἀδικίου τριήκοντα ἔτεα τῷ ἑνὶ καὶ τριηκοστῷ Αἰακῷ τέμενος ἀποδέξαντας ἄρχεσθαι τοῦ πρὸς Αἰγινήτας πολέμου καί σφι χωρήσειν τὰ βούλονται
117,Ἀθηναίων,A-,ethnic,0,530,43,πυθόμενοι γὰρ Λακεδαιμόνιοι τὰ ἐκ τῶν Ἀλκμεωνιδέων ἐς τὴν Πυθίην μεμηχανημένα καὶ τὰ ἐκ τῆς Πυθίης ἐπὶ σφέας τε καὶ τοὺς Πεισιστρατίδας συμφορὴν ἐποιεῦντο διπλῆν ὅτι τε ἄνδρας ξείνους σφίσι ἐόντας ἐξεληλάκεσαν ἐκ τῆς ἐκείνων καὶ ὅτι ταῦτα ποιήσασι χάρις οὐδεμία ἐφαίνετο πρὸς Ἀθηναίων
118,Ἀθηναίων,A-,ethnic,0,531,16,ἔτι τε πρὸς τούτοισι ἐνῆγον σφέας οἱ χρησμοὶ λέγοντες πολλά τε καὶ ἀνάρσια ἔσεσθαι αὐτοῖσι ἐξ Ἀθηναίων τῶν πρότερον μὲν ἦσαν ἀδαέες τότε δὲ Κλεομένεος κομίσαντος ἐς Σπάρτην ἐξέμαθον
119,Σάρδισι,Ne,place,0,545,4,καὶ κως ἐν μὲν Σάρδισι οὐκέτι ἐόντας τοὺς Ἴωνας εὑρίσκουσι
120,Μιλήσιον,A-,ethnic,0,549,23,βασιλέι δὲ Δαρείῳ ὡς ἐξαγγέλθη Σάρδις ἁλούσας ἐμπεπρῆσθαι ὑπό τε Ἀθηναίων καὶ Ἰώνων τὸν δὲ ἡγεμόνα γενέσθαι τῆς συλλογῆς ὥστε ταῦτα συνυφανθῆναι τὸν Μιλήσιον Ἀρισταγόρην πρῶτα μὲν λέγεται αὐτόν ὡς ἐπύθετο ταῦτα Ἰώνων οὐδένα λόγον ποιησάμενον εὖ εἰδότα ὡς οὗτοί γε οὐ καταπροΐξονται ἀποστάντες εἰρέσθαι οἵτινες εἶεν οἱ Ἀθηναῖοι
121,Μιλήσιον,A-,ethnic,0,552,9,προστάξας δὲ ταῦτα εἶπε καλέσας ἐς ὄψιν Ἱστιαῖον τὸν Μιλήσιον τὸν ὁ Δαρεῖος κατεῖχε χρόνον ἤδη πολλόν
122,Μιλήσιοι,A-,ethnic,0,555,9,ἀρχὴν δὲ ἔγωγε οὐδὲ ἐνδέκομαι τὸν λόγον ὅκως τι Μιλήσιοι καὶ ὁ ἐμὸς ἐπίτροπος νεώτερον πρήσσουσι περὶ πρήγματα τὰ σά
123,Σαρδίων,Ne,place,0,557,8,ἐν ᾧ δὲ ἡ ἀγγελίη τε περὶ τῶν Σαρδίων παρὰ βασιλέα ἀνήιε καὶ Δαρεῖος τὰ περὶ τὸ τόξον ποιήσας Ἱστιαίῳ ἐς λόγους ἦλθε καὶ Ἱστιαῖος μεμετιμένος ὑπὸ Δαρείου ἐκομίζετο ἐπὶ θάλασσαν ἐν τούτῳ παντὶ τῷ χρόνῳ ἐγίνετο τάδε
124,Μιλήσιοί,A-,ethnic,0,573,6,βουλευομένοισι δέ σφι ταῦτα παραγίνονται βοηθέοντες Μιλήσιοί τε καὶ οἱ τούτων σύμμαχοι
125,Μιλήσιοι,A-,ethnic,0,575,6,πεσόντων δὲ τῶν πάντων πολλῶν μάλιστα Μιλήσιοι ἐπλήγησαν
126,Σαρδίων,Ne,place,0,579,3,Ἀρταφρένης δὲ ὁ Σαρδίων ὕπαρχος καὶ Ὀτάνης ὁ τρίτος στρατηγὸς ἐτάχθησαν ἐπὶ τὴν Ἰωνίην καὶ τὴν προσεχέα Αἰολίδα στρατεύεσθαι
127,Σαρδίων,Ne,place,0,586,9,ἀπιγμένον δὲ αὐτὸν ἐκ τῶν Σούσων εἴρετο Ἀρταφρένης ὁ Σαρδίων ὕπαρχος κατὰ κοῖόν τι δοκέοι Ἴωνας ἀπεστάναι
128,Μιλήσιοι,A-,ethnic,0,590,2,οἱ δὲ Μιλήσιοι ἄσμενοι ἀπαλλαχθέντες καὶ Ἀρισταγόρεω οὐδαμῶς πρόθυμοι ἦσαν ἄλλον τύραννον δέκεσθαι ἐς τὴν χώρην οἷα ἐλευθερίης γευσάμενοι
129,Αἰγύπτιοι,A-,ethnic,0,595,10,συνεστρατεύοντο δὲ καὶ Κύπριοι νεωστὶ κατεστραμμένοι καὶ Κίλικές τε καὶ Αἰγύπτιοι
130,Μιλησίων,A-,ethnic,0,598,10,ἡ δὲ Λάδη ἐστὶ νῆσος μικρὴ ἐπὶ τῇ πόλι τῇ Μιλησίων κειμένη
131,Μιλήσιοι,A-,ethnic,0,599,8,τὸ μὲν πρὸς τὴν ἠῶ εἶχον κέρας αὐτοὶ Μιλήσιοι νέας παρεχόμενοι ὀγδώκοντα
132,Σάμιοι,A-,ethnic,0,600,8,τελευταῖοι δὲ ἐτάσσοντο ἔχοντες τὸ πρὸς ἑσπέρην κέρας Σάμιοι ἑξήκοντα νηυσί
133,Μιλησίου,A-,ethnic,0,602,12,ταῦτα ἐπιλεγόμενοι συλλέξαντες τῶν Ἰώνων τοὺς τυράννους οἳ ὑπ’ Ἀρισταγόρεω μὲν τοῦ Μιλησίου καταλυθέντες τῶν ἀρχέων ἔφευγον ἐς Μήδους ἐτύγχανον δὲ τότε συστρατευόμενοι ἐπὶ τὴν Μίλητον τούτων τῶν ἀνδρῶν τοὺς παρεόντας συγκαλέσαντες ἔλεγόν σφι τάδε
134,Σάμιοι,A-,ethnic,0,605,35,μαθόντες δὲ ταῦτα τὰ γινόμενα ἐκ τῶν Ἰώνων οἱ στρατηγοὶ τῶν Σαμίων ἐνθαῦτα δὴ παρ’ Αἰάκεος τοῦ Συλοσῶντος κείνους τοὺς πρότερον ἔπεμπε λόγους ὁ Αἰάκης κελευόντων τῶν Περσέων δεόμενος σφέων ἐκλιπεῖν τὴν Ἰώνων συμμαχίην οἱ Σάμιοι ὦν ὁρῶντες ἐοῦσαν ἅμα μὲν ἀταξίην πολλὴν ἐκ τῶν Ἰώνων ἐδέκοντο τοὺς λόγους
135,Σάμου,Ne,place,0,607,3,τύραννος δὲ ἐὼν Σάμου ὑπὸ τοὺ Μιλησίου Ἀρισταγόρεω ἀπεστέρητο τὴν ἀρχὴν κατά περ οἱ ἄλλοι τῆς Ἰωνίης τύραννοι
136,Μιλησίου,A-,ethnic,0,607,6,τύραννος δὲ ἐὼν Σάμου ὑπὸ τοὺ Μιλησίου Ἀρισταγόρεω ἀπεστέρητο τὴν ἀρχὴν κατά περ οἱ ἄλλοι τῆς Ἰωνίης τύραννοι
137,Σαμίων,A-,ethnic,0,609,5,καί σφι τὸ κοινὸν τῶν Σαμίων ἔδωκε διὰ τοῦτο τὸ πρῆγμα ἐν στήλῃ ἀναγραφῆναι πατρόθεν ὡς ἀνδράσι ἀγαθοῖσι γενομένοισι καὶ ἔστι αὕτη ἡ στήλη ἐν τῇ ἀγορῇ
138,Μιλησίους,A-,ethnic,0,615,4,τότε δὴ ταῦτα τοὺς Μιλησίους κατελάμβανε ὁκότε ἄνδρες μὲν οἱ πλεῦνες ἐκτείνοντο ὑπὸ τῶν Περσέων ἐόντων κομητέων
139,Μιλησίων,A-,ethnic,0,616,4,ἐνθεῦτεν οἱ ζωγρηθέντες τῶν Μιλησίων ἤγοντο ἐς Σοῦσα
140,Μιλησίων,A-,ethnic,0,617,2,τῆς δὲ Μιλησίων χώρης αὐτοὶ μὲν οἱ Πέρσαι εἶχον τὰ περὶ τὴν πόλιν καὶ τὸ πεδίον
141,Μιλήσιοι,A-,ethnic,0,619,5,Συβάριος γὰρ ἁλούσης ὑπὸ Κροτωνιητέων Μιλήσιοι πάντες ἡβηδὸν ἀπεκείραντο τὰς κεφαλὰς καὶ πένθος μέγα προσεθήκαντο
142,Μίλητος,Ne,place,0,621,0,Μίλητος μέν νυν Μιλησίων ἠρήμωτο
143,Σάμιοι,A-,ethnic,0,623,4,τούτων ὦν ἐπικαλεομένων οἱ Σάμιοι μοῦνοι Ἰώνων ἐστάλησαν σὺν δέ σφι Μιλησίων οἱ ἐκπεφευγότες
144,Σάμιοι,A-,ethnic,0,624,0,Σάμιοι γὰρ κομιζόμενοι ἐς Σικελίην ἐγίνοντο ἐν Λοκροῖσι τοῖσι Ἐπιζεφυρίοισι καὶ Ζαγκλαῖοι αὐτοί τε καὶ ὁ βασιλεὺς αὐτῶν τῷ οὔνομα ἦν Σκύθης περικατέατο πόλιν τῶν Σικελῶν ἐξελεῖν βουλόμενοι
145,Σαμίων,A-,ethnic,0,626,3,πειθομένων δὲ τῶν Σαμίων καὶ σχόντων τὴν Ζάγκλην ἐνθαῦτα οἱ Ζαγκλαῖοι ὡς ἐπύθοντο ἐχομένην τὴν πόλιν ἑωυτῶν ἐβοήθεον αὐτῇ καὶ ἐπεκαλέοντο Ἱπποκράτεα τὸν Γέλης τύραννον
146,Σάμιοι,A-,ethnic,0,634,0,Σάμιοι δὲ ἀπαλλαχθέντες Μήδων ἀπονητὶ πόλιν καλλίστην Ζάγκλην περιεβεβλέατο
147,Σάμον,Ne,place,0,635,13,μετὰ δὲ τὴν ναυμαχίην τὴν ὑπὲρ Μιλήτου γενομένην Φοίνικες κελευσάντων Περσέων κατῆγον ἐς Σάμον Αἰάκεα τὸν Συλοσῶντος ὡς πολλοῦ τε ἄξιον γενόμενον σφίσι καὶ μεγάλα κατεργασάμενον
148,Μιλησίῳ,A-,ethnic,0,638,3,Ἱστιαίῳ δὲ τῷ Μιλησίῳ ἐόντι περὶ Βυζάντιον καὶ συλλαμβάνοντι τὰς Ἰώνων ὁλκάδας ἐκπλεούσας ἐκ τοῦ Πόντου ἐξαγγέλλεται τὰ περὶ τὴν Μίλητον γενόμενα
149,Μιλήσιος,A-,ethnic,0,646,23,ὡς φεύγων τε κατελαμβάνετο ὑπὸ ἀνδρὸς Πέρσεω καὶ ὡς καταιρεόμενος ὑπ’ αὐτοῦ ἔμελλε συγκεντηθήσεσθαι Περσίδα γλῶσσαν μετεὶς καταμηνύει ἑωυτὸν ὡς εἴη Ἱστιαῖος ὁ Μιλήσιος
150,Σαρδίων,Ne,place,0,647,19,νῦν δέ μιν αὐτῶν τε τούτων εἵνεκα καὶ ἵνα μὴ διαφυγὼν αὖτις μέγας παρὰ βασιλέι γένηται Ἀρταφρένης τε ὁ Σαρδίων ὕπαρχος καὶ ὁ λαβὼν Ἅρπαγος ὡς ἀπίκετο ἀγόμενος ἐς Σάρδις τὸ μὲν αὐτοῦ σῶμα αὐτοῦ ταύτῃ ἀνεσταύρωσαν
151,Ἀθήνῃσι,Ne,place,0,655,3,ἐν δὲ τῇσι Ἀθήνῃσι τηνικαῦτα εἶχε μὲν τὸ πᾶν κράτος Πεισίστρατος
152,Ἀθηναίου,A-,ethnic,0,656,32,ἀτὰρ ἐδυνάστευέ γε καὶ Μιλτιάδης ὁ Κυψέλου ἐὼν οἰκίης τεθριπποτρόφου τὰ μὲν ἀνέκαθεν ἀπ’ Αἰακοῦ τε καὶ Αἰγίνης γεγονώς τὰ δὲ νεώτερα Ἀθηναῖος Φιλαίου τοῦ Αἴαντος παιδὸς γενομένου πρώτου τῆς οἰκίης ταύτης Ἀθηναίου
153,Σαρδίων,Ne,place,0,663,2,Ἀρταφρένης ὁ Σαρδίων ὕπαρχος μεταπεμψάμενος ἀγγέλους ἐκ τῶν πολίων συνθήκας σφίσι αὐτοῖσι τοὺς Ἴωνας ἠνάγκασε ποιέεσθαι ἵνα δωσίδικοι εἶεν καὶ μὴ ἀλλήλους φέροιέν τε καὶ ἄγοιεν
154,Μιλησίου,A-,ethnic,0,670,9,οἱ γὰρ δὴ Θάσιοι οἷα ὑπὸ Ἱστιαίου τε τοῦ Μιλησίου πολιορκηθέντες καὶ προσόδων ἐουσέων μεγαλέων ἐχρέωντο τοῖσι χρήμασι νέας τε ναυπηγεύμενοι μακρὰς καὶ τεῖχος ἰσχυρότερον περιβαλλόμενοι
155,Σπαρτιητέων,Nb,ethnic,0,676,10,πρὸς ταύτην δὲ τὴν κατηγορίην Κλεομένης ὁ Ἀναξανδρίδεω βασιλεὺς ἐὼν Σπαρτιητέων διέβη ἐς Αἴγιναν βουλόμενος συλλαβεῖν Αἰγινητέων τοὺς αἰτιωτάτους
156,Σπαρτιητέων,Nb,ethnic,0,677,3,ἄνευ γάρ μιν Σπαρτιητέων τοῦ κοινοῦ ποιέειν ταῦτα ὑπ’ Ἀθηναίων ἀναγνωσθέντα χρήμασι
157,Σπαρτιήτας,Nb,ethnic,0,680,3,ἐνθαῦτα δὴ τοὺς Σπαρτιήτας κατὰ τὰς τοῦ Μεσσηνίου ὑποθήκας φυλάξαντας τὴν μητέρα τῶν Ἀριστοδήμου παίδων λαβεῖν κατὰ τὰ αὐτὰ τιμῶσαν τὸν πρότερον καὶ σίτοισι καὶ λουτροῖσι οὐκ εἰδυῖαν τῶν εἵνεκεν ἐφυλάσσετο
158,Ἕλληνας,Nb,ethnic,0,683,4,ἤδη γὰρ τηνικαῦτα ἐς Ἕλληνας οὗτοι ἐτέλεον
159,Αἰγύπτιοι,A-,ethnic,0,684,18,ἀπὸ δὲ Δανάης τῆς Ἀκρισίου καταλέγοντι τοὺς ἄνω αἰεὶ πατέρας αὐτῶν φαινοίατο ἂν ἐόντες οἱ τῶν Δωριέων ἡγεμόνες Αἰγύπτιοι ἰθαγενέες
160,Σπαρτιῆται,Nb,ethnic,0,688,6,γέρεά τε δὴ τάδε τοῖσι βασιλεῦσι Σπαρτιῆται δεδώκασι ἱρωσύνας δύο Διός τε Λακεδαίμονος καὶ Διὸς οὐρανίου καὶ πόλεμον ἐκφέρειν ἐπ’ ἣν ἂν βούλωνται χώρην
161,Σπαρτιητέων,Nb,ethnic,0,691,10,ταῦτα μὲν ζῶσι τοῖσι βασιλεῦσι δέδοται ἐκ τοῦ κοινοῦ τῶν Σπαρτιητέων ἀποθανοῦσι δὲ τάδε
162,Σπαρτιητέων,Nb,ethnic,0,693,10,ἐπεὰν γὰρ ἀποθάνῃ βασιλεὺς Λακεδαιμονίων ἐκ πάσης δεῖ Λακεδαίμονος χωρὶς Σπαρτιητέων ἀριθμῷ τῶν περιοίκων ἀναγκαστοὺς ἐς τὸ κῆδος ἰέναι
163,Σπαρτιητέων,Nb,ethnic,0,694,7,τούτων ὦν καὶ τῶν εἱλωτέων καὶ αὐτῶν Σπαρτιητέων ἐπεὰν συλλεχθέωσι ἐς τὸ αὐτὸ πολλαὶ χιλιάδες σύμμιγα τῇσι γυναιξί κόπτονταί τε τὰ μέτωπα προθύμως καὶ οἰμωγῇ διαχρέωνται ἀπλέτῳ φάμενοι τὸν ὕστατον αἰεὶ ἀπογενόμενον τῶν βασιλέων τοῦτον δὴ γενέσθαι ἄριστον
164,Σπαρτιητέων,Nb,ethnic,0,696,13,ἐπεὰν ἀποθανόντος τοῦ βασιλέος ἄλλος ἐνίστηται βασιλεύς οὗτος ὁ ἐσιὼν ἐλευθεροῖ ὅστις τι Σπαρτιητέων τῷ βασιλέι ἢ τῷ δημοσίῳ ὤφειλε
165,Σπαρτιητέων,Nb,ethnic,0,701,4,ἦν οἱ φίλος τῶν Σπαρτιητέων ἀνήρ τῷ προσέκειτο τῶν ἀστῶν μάλιστα ὁ Ἀρίστων
166,Σπαρτιῆται,Nb,ethnic,0,704,3,πρότερον τούτων πανδημεὶ Σπαρτιῆται Ἀρίστωνι ὡς ἀνδρὶ εὐδοκιμέοντι διὰ πάντων δὴ τῶν βασιλέων τῶν ἐν Σπάρτῃ γενομένων ἀρὴν ἐποιήσαντο παῖδα γενέσθαι
167,Σπαρτιητέων,Nb,ethnic,0,705,15,τότε δὲ ἐκ τῆς Κλεομένεος προθυμίης ὁ Λευτυχίδης κατόμνυται Δημαρήτῳ φὰς αὐτὸν οὐκ ἱκνεομένως βασιλεύειν Σπαρτιητέων οὐκ ἐόντα παῖδα Ἀρίστωνος
168,Σπάρτης,Ne,place,0,706,17,τούτου δὴ ἐπιβατεύων τοῦ ῥήματος ὁ Λευτυχίδης ἀπέφαινε τὸν Δημάρητον οὔτε ἐξ Ἀρίστωνος γεγονότα οὔτε ἱκνευμένως βασιλεύοντα Σπάρτης τοὺς ἐφόρους μάρτυρας παρεχόμενος κείνους οἳ τότε ἐτύγχανον πάρεδροί τε ἐόντες καὶ ἀκούσαντες ταῦτα Ἀρίστωνος
169,Ἀσίην,Ne,place,0,713,12,μετὰ δέ οὐ γὰρ ἐξεδίδοσαν αὐτὸν οἱ Ζακύνθιοι ἐνθεῦτεν διαβαίνει ἐς τὴν Ἀσίην παρὰ βασιλέα Δαρεῖον
170,Σπαρτιητέων,Nb,ethnic,0,716,18,Λευτυχίδης δὲ ὁ Μενάρεος Δημαρήτου καταπαυσθέντος διεδέξατο τὴν βασιληίην καί οἱ γίνεται παῖς Ζευξίδημος τὸν δὴ Κυνίσκον μετεξέτεροι Σπαρτιητέων ἐκάλεον
171,Σπάρτης,Ne,place,0,717,5,οὗτος ὁ Ζευξίδημος οὐκ ἐβασίλευσε Σπάρτης
172,Ἀθηναίους,A-,ethnic,0,720,13,ἀγαγόντες δὲ σφέας ἐς γῆν τὴν Ἀττικὴν παραθήκην παρατίθενται ἐς τοὺς ἐχθίστους Αἰγινήτῃσι Ἀθηναίους
173,Σπαρτιητέων,Nb,ethnic,0,721,11,μετὰ δὲ ταῦτα Κλεομένεα ἐπάιστον γενόμενον κακοτεχνήσαντα ἐς Δημάρητον δεῖμα ἔλαβε Σπαρτιητέων καὶ ὑπεξέσχε ἐς Θεσσαλίην
174,Σπάρτῃ,Ne,place,0,722,14,ἐνθεῦτεν δὲ ἀπικόμενος ἐς τὴν Ἀρκαδίην νεώτερα ἔπρησσε πρήγματα συνιστὰς τοὺς Ἀρκάδας ἐπὶ τῆ Σπάρτῃ ἄλλους τε ὅρκους προσάγων σφι ἦ μὲν ἕψεσθαι σφέας αὐτῷ τῇ ἂν ἐξηγέηται καὶ δὴ καὶ ἐς Νώνακριν πόλιν πρόθυμος ἦν τῶν Ἀρκάδων τοὺς προεστεῶτας ἀγινέων ἐξορκοῦν τὸ Στυγὸς ὕδωρ
175,Σπαρτιητέων,Nb,ethnic,0,724,4,ὅκως γὰρ τεῷ ἐντύχοι Σπαρτιητέων ἐνέχραυε ἐς τὸ πρόσωπον τὸ σκῆπτρον
176,Σπαρτιήτας,Nb,ethnic,0,727,2,ἐπείτε δὲ Σπαρτιήτας ἄγων ἀπίκετο ἐπὶ ποταμὸν Ἐρασῖνον ὃς λέγεται ῥέειν ἐκ τῆς Στυμφαλίδος λίμνης τὴν γὰρ δὴ λίμνην ταύτην ἐς χάσμα ἀφανὲς ἐκδιδοῦσαν ἀναφαίνεσθαι ἐν Ἄργεϊ τὸ ἐνθεῦτεν δὲ τὸ ὕδωρ ἤδη τοῦτο ὑπ’ Ἀργείων Ἐρασῖνον καλέεσθαι ἀπικόμενος δ’ ὦν ὁ Κλεομένης ἐπὶ τὸν ποταμὸν τοῦτον ἐσφαγιάζετο αὐτῷ
177,Μιλησίοισι,A-,ethnic,0,728,19,καὶ γὰρ δή σφι ἐς τοῦτο τὸ πρῆγμα εἶχε τὸ χρηστήριον τὸ ἐπίκοινα ἔχρησε ἡ Πυθίη τούτοισί τε καὶ Μιλησίοισι λέγον ὧδε
178,Σπαρτιῆται,Nb,ethnic,0,733,2,αὐτοὶ δὲ Σπαρτιῆται φασὶ ἐκ δαιμονίου μὲν οὐδενὸς μανῆναι Κλεομένεα Σκύθῃσι δὲ ὁμιλήσαντά μιν ἀκρητοπότην γενέσθαι καὶ ἐκ τούτου μανῆναι
179,Σπαρτιῆται,Nb,ethnic,0,735,2,οὕτω δὴ Σπαρτιῆται τὰ περὶ Κλεομένεα λέγουσι
180,Ἀθηναίων,A-,ethnic,0,740,5,οὐ φαμένων δὲ ἀποδώσειν τῶν Ἀθηναίων ἔλεξέ σφι Λευτυχίδης τάδε
181,Μιλήσιον,A-,ethnic,0,743,1,ἄνδρα Μιλήσιον ἀπικόμενον ἐς Σπάρτην βούλεσθαί οἱ ἐλθεῖν ἐς λόγους προϊσχόμενον τοιάδε
182,Μιλήσιος,A-,ethnic,0,744,2,εἰμὶ μὲν Μιλήσιος
183,Ἀθηναίους,A-,ethnic,0,754,9,μεμφόμενοι τοῖσι Ἀθηναίοισι καὶ ἀξιοῦντες ἀδικέεσθαι ὡς τιμωρησόμενοι τοὺς Ἀθηναίους παρεσκευάζοντο
