no,token,pos,actual_label,predicted_label,sent_no,token_no,sent
81,Ἀθηναίην,Ne,place,0,327,24,οἱ δὲ Κυρηναῖοι πρὸς τὴν καταλαβοῦσαν συμφορὴν ἔπεμπον ἐς Δελφοὺς ἐπειρησομένους ὅντινα τρόπον καταστησάμενοι κάλλιστα ἂν οἰκέοιεν
82,Ἀθηναίην,Ne,place,0,331,2,οἱ δὲ Κυρηναῖοι πρὸς τὴν καταλαβοῦσαν συμφορὴν ἔπεμπον ἐς Δελφοὺς ἐπειρησομένους ὅντινα τρόπον καταστησάμενοι κάλλιστα ἂν οἰκέοιεν
83,Λιβύη,Ne,place,0,332,8,οἱ δὲ Κυρηναῖοι πρὸς τὴν καταλαβοῦσαν συμφορὴν ἔπεμπον ἐς Δελφοὺς ἐπειρησομένους ὅντινα τρόπον καταστησάμενοι κάλλιστα ἂν οἰκέοιεν
84,Αἰγύπτιοι,A-,ethnic,0,335,24,οἱ δὲ Κυρηναῖοι πρὸς τὴν καταλαβοῦσαν συμφορὴν ἔπεμπον ἐς Δελφοὺς ἐπειρησομένους ὅντινα τρόπον καταστησάμενοι κάλλιστα ἂν οἰκέοιεν
85,Λιβύῃ,Ne,place,0,344,6,θάπτουσι δὲ τοὺς ἀποθνήσκοντας οἱ νομάδες κατά περ οἱ Ἕλληνες πλὴν Νασαμώνων
86,Λιβύῃ,Ne,place,0,345,9,θάπτουσι δὲ τοὺς ἀποθνήσκοντας οἱ νομάδες κατά περ οἱ Ἕλληνες πλὴν Νασαμώνων
87,Λιβύη,Ne,place,0,348,8,εἶναι τῆς Λιβύης χῶρόν τε καὶ ἀνθρώπους ἔξω Ἡρακλέων στηλέων κατοικημένους
88,Λιβύῃ,Ne,place,0,349,14,εἶναι τῆς Λιβύης χῶρόν τε καὶ ἀνθρώπους ἔξω Ἡρακλέων στηλέων κατοικημένους
89,Μιλησίου,A-,ethnic,0,365,16,ὡς γὰρ δὴ τάχιστα ἐκ τῆς Λιβύης τισαμένη τοὺς Βαρκαίους ἀπενόστησε ἐς τὴν Αἴγυπτον ἀπέθανε κακῶς
90,Ἀσίην,Ne,place,0,369,12,ἦν Πίγρης καὶ Μαντύης ἄνδρες Παίονες οἳ ἐπείτε Δαρεῖος διέβη ἐς τὴν Ἀσίην αὐτοὶ ἐθέλοντες Παιόνων τυραννεύειν ἀπικνέονται ἐς Σάρδις ἅμα ἀγόμενοι ἀδελφεὴν μεγάλην τε καὶ εὐειδέα
91,Ἕλλην,Nb,ethnic,0,397,10,Ἀλέξανδρος δὲ ἐπειδὴ ἀπέδεξε ὡς εἴη Ἀργεῖος ἐκρίθη τε εἶναι Ἕλλην καὶ ἀγωνιζόμενος στάδιον συνεξέπιπτε τῷ πρώτῳ
92,Μιλησίου,A-,ethnic,0,400,6,Μεγάβαζος δὲ ἄγων τοὺς Παίονας ἀπίκετο ἐπὶ τὸν Ἑλλήσποντον
93,Ἕλλην,Nb,ethnic,0,401,33,ἅτε δὲ τειχέοντος ἤδη Ἱστιαίου τοῦ Μιλησίου τὴν παρὰ Δαρείου αἰτήσας ἔτυχε μισθὸν δωρεὴν φυλακῆς τῆς σχεδίης ἐόντος δὲ τοῦ χώρου τούτου παρὰ Στρυμόνα ποταμὸν τῷ οὔνομα ἐστὶ Μύρκινος μαθὼν ὁ Μεγάβαζος τὸ ποιεύμενον ἐκ τοῦ Ἱστιαίου ὡς ἦλθε τάχιστα ἐς τὰς Σάρδις ἄγων τοὺς Παίονας ἔλεγε Δαρείῳ τάδε
94,Σάμου,Ne,place,0,406,13,τοῖσι δὲ περιεοῦσι αὐτῶν οἱ Πέρσαι ὕπαρχον ἐπιστᾶσι Λυκάρητον τὸν Μαιανδρίου τοῦ βασιλεύσαντος Σάμου ἀδελφεόν
95,Μιλήτου,Ne,place,0,407,16,τοῖσι δὲ περιεοῦσι αὐτῶν οἱ Πέρσαι ὕπαρχον ἐπιστᾶσι Λυκάρητον τὸν Μαιανδρίου τοῦ βασιλεύσαντος Σάμου ἀδελφεόν
96,Μίλητος,Ne,place,0,408,7,τοῖσι δὲ περιεοῦσι αὐτῶν οἱ Πέρσαι ὕπαρχον ἐπιστᾶσι Λυκάρητον τὸν Μαιανδρίου τοῦ βασιλεύσαντος Σάμου ἀδελφεόν
97,Μιλησίους,A-,ethnic,0,412,3,τοῦτο δὲ κατὰ τὸν αὐτὸν χρόνον ἡ Μίλητος αὐτή τε ἑωυτῆς μάλιστα δὴ τότε ἀκμάσασα καὶ δὴ καὶ τῆς Ἰωνίης ἦν πρόσχημα κατύπερθε δὲ τούτων ἐπὶ δύο γενεὰς ἀνδρῶν νοσήσασα ἐς τὰ μάλιστα στάσι μέχρι οὗ μιν Πάριοι κατήρτισαν
98,Μιλήσιοι,A-,ethnic,0,429,16,ὡς δὲ τά τε ἔχοντες ἦλθον χρήματα οἱ Πέρσαι ταῦτα κατεδεδαπάνητό σφι καὶ αὐτῷ τῷ Ἀρισταγόρῃ προσαναισίμωτο πολλά τοῦ πλεῦνός τε ἐδέετο ἡ πολιορκίη ἐνθαῦτα τείχεα τοῖσι φυγάσι τῶν Ναξίων οἰκοδομήσαντες ἀπαλλάσσοντο ἐς τὴν ἤπειρον κακῶς πρήσσοντες
99,Μιλήσιος,A-,ethnic,0,430,3,ὡς δὲ τά τε ἔχοντες ἦλθον χρήματα οἱ Πέρσαι ταῦτα κατεδεδαπάνητό σφι καὶ αὐτῷ τῷ Ἀρισταγόρῃ προσαναισίμωτο πολλά τοῦ πλεῦνός τε ἐδέετο ἡ πολιορκίη ἐνθαῦτα τείχεα τοῖσι φυγάσι τῶν Ναξίων οἰκοδομήσαντες ἀπαλλάσσοντο ἐς τὴν ἤπειρον κακῶς πρήσσοντες
100,Σπάρτης,Ne,place,0,431,2,ὡς δὲ τά τε ἔχοντες ἦλθον χρήματα οἱ Πέρσαι ταῦτα κατεδεδαπάνητό σφι καὶ αὐτῷ τῷ Ἀρισταγόρῃ προσαναισίμωτο πολλά τοῦ πλεῦνός τε ἐδέετο ἡ πολιορκίη ἐνθαῦτα τείχεα τοῖσι φυγάσι τῶν Ναξίων οἰκοδομήσαντες ἀπαλλάσσοντο ἐς τὴν ἤπειρον κακῶς πρήσσοντες
101,Σπαρτιήτας,Nb,ethnic,0,435,33,ὡς δὲ τά τε ἔχοντες ἦλθον χρήματα οἱ Πέρσαι ταῦτα κατεδεδαπάνητό σφι καὶ αὐτῷ τῷ Ἀρισταγόρῃ προσαναισίμωτο πολλά τοῦ πλεῦνός τε ἐδέετο ἡ πολιορκίη ἐνθαῦτα τείχεα τοῖσι φυγάσι τῶν Ναξίων οἰκοδομήσαντες ἀπαλλάσσοντο ἐς τὴν ἤπειρον κακῶς πρήσσοντες
102,Λιβύην,Ne,place,0,436,7,ὡς δὲ τά τε ἔχοντες ἦλθον χρήματα οἱ Πέρσαι ταῦτα κατεδεδαπάνητό σφι καὶ αὐτῷ τῷ Ἀρισταγόρῃ προσαναισίμωτο πολλά τοῦ πλεῦνός τε ἐδέετο ἡ πολιορκίη ἐνθαῦτα τείχεα τοῖσι φυγάσι τῶν Ναξίων οἰκοδομήσαντες ἀπαλλάσσοντο ἐς τὴν ἤπειρον κακῶς πρήσσοντες
103,Λιβύην,Ne,place,0,437,3,ὡς δὲ τά τε ἔχοντες ἦλθον χρήματα οἱ Πέρσαι ταῦτα κατεδεδαπάνητό σφι καὶ αὐτῷ τῷ Ἀρισταγόρῃ προσαναισίμωτο πολλά τοῦ πλεῦνός τε ἐδέετο ἡ πολιορκίη ἐνθαῦτα τείχεα τοῖσι φυγάσι τῶν Ναξίων οἰκοδομήσαντες ἀπαλλάσσοντο ἐς τὴν ἤπειρον κακῶς πρήσσοντες
104,Λιβύην,Ne,place,0,439,8,ὡς δὲ τά τε ἔχοντες ἦλθον χρήματα οἱ Πέρσαι ταῦτα κατεδεδαπάνητό σφι καὶ αὐτῷ τῷ Ἀρισταγόρῃ προσαναισίμωτο πολλά τοῦ πλεῦνός τε ἐδέετο ἡ πολιορκίη ἐνθαῦτα τείχεα τοῖσι φυγάσι τῶν Ναξίων οἰκοδομήσαντες ἀπαλλάσσοντο ἐς τὴν ἤπειρον κακῶς πρήσσοντες
105,Ἀθηναίῃ,Ne,place,0,440,18,παραλαβὼν δὲ Δωριεὺς τὸν στόλον τὸν καὶ ἐς Λιβύην ἦγε ἐκομίζετο παρὰ τὴν Ἰταλίην
106,Σπαρτιητέων,Nb,ethnic,0,441,6,παραλαβὼν δὲ Δωριεὺς τὸν στόλον τὸν καὶ ἐς Λιβύην ἦγε ἐκομίζετο παρὰ τὴν Ἰταλίην
107,Σπαρτιητέων,Nb,ethnic,0,465,18,ὡς ὦν δὴ οἱ Ἀθηναῖοι λέγουσι οὗτοι οἱ ἄνδρες ἐν Δελφοῖσι κατήμενοι ἀνέπειθον τὴν Πυθίην χρήμασι ὅκως ἔλθοιεν Σπαρτιητέων ἄνδρες εἴτε ἰδίῳ στόλῳ εἴτε δημοσίῳ χρησόμενοι προφέρειν σφι τὰς Ἀθήνας ἐλευθεροῦν
108,Ἀθῆναι,Ne,place,0,473,0,μετὰ δὲ ἐξεχώρησαν ἐς Σίγειον τὸ ἐπὶ τῷ Σκαμάνδρῳ ἄρξαντες μὲν Ἀθηναίων ἐπ’ ἔτεα ἕξ τε καὶ τριήκοντα ἐόντες δὲ καὶ οὗτοι ἀνέκαθεν Πύλιοί τε καὶ Νηλεῖδαι ἐκ τῶν αὐτῶν γεγονότες καὶ οἱ ἀμφὶ Κόδρον τε καὶ Μέλανθον οἳ πρότερον ἐπήλυδες ἐόντες ἐγένοντο Ἀθηναίων βασιλέες
109,Ἀθηναίων,A-,ethnic,0,487,25,ὁ δὲ δὴ Ἀθηναῖος Κλεισθένης ἐὼν τοῦ Σικυωνίου τούτου θυγατριδέος καὶ τὸ οὔνομα ἐπὶ τούτου ἔχων δοκέειν ἐμοὶ καὶ οὗτος ὑπεριδὼν Ἴωνας ἵνα μὴ σφίσι αἱ αὐταὶ ἔωσι φυλαὶ καὶ Ἴωσι τὸν ὁμώνυμον Κλεισθένεα ἐμιμήσατο
110,Ἀθηναῖοι,A-,ethnic,0,499,16,ὁ δὲ δὴ Ἀθηναῖος Κλεισθένης ἐὼν τοῦ Σικυωνίου τούτου θυγατριδέος καὶ τὸ οὔνομα ἐπὶ τούτου ἔχων δοκέειν ἐμοὶ καὶ οὗτος ὑπεριδὼν Ἴωνας ἵνα μὴ σφίσι αἱ αὐταὶ ἔωσι φυλαὶ καὶ Ἴωσι τὸν ὁμώνυμον Κλεισθένεα ἐμιμήσατο
111,Ἀθηναίων,A-,ethnic,0,506,4,Αἰγινῆται δὲ εὐδαιμονίῃ τε μεγάλῃ ἐπαερθέντες καὶ ἔχθρης παλαιῆς ἀναμνησθέντες ἐχούσης ἐς Ἀθηναίους τότε Θηβαίων δεηθέντων πόλεμον ἀκήρυκτον Ἀθηναίοισι ἐπέφερον
112,Ἀθηναίοισι,A-,ethnic,0,509,8,οἳ δὲ ἐπὶ τοῖσιδε δώσειν ἔφασαν ἐπ’ ᾧ ἀπάξουσι ἔτεος ἑκάστου τῇ Ἀθηναίῃ τε τῇ Πολιάδι ἱρὰ καὶ τῷ Ἐρεχθέι
113,Ἀθηναίοισι,A-,ethnic,0,513,7,πέμψαντες δὲ οἱ Ἀθηναῖοι ἐμήνιον τοῖσι Ἐπιδαυρίοισι
114,Ἀθηναίους,A-,ethnic,0,518,0,πέμψαντες δὲ οἱ Ἀθηναῖοι ἐμήνιον τοῖσι Ἐπιδαυρίοισι
115,Ἀθηναίων,A-,ethnic,0,527,7,Ἀργείων μέν νυν καὶ Αἰγινητέων αἱ γυναῖκες ἐκ τόσου κατ’ ἔριν τὴν Ἀθηναίων περόνας ἔτι καὶ ἐς ἐμὲ ἐφόρεον μέζονας ἢ πρὸ τοῦ
116,Ἀθηναίοισι,A-,ethnic,0,528,9,Ἀργείων μέν νυν καὶ Αἰγινητέων αἱ γυναῖκες ἐκ τόσου κατ’ ἔριν τὴν Ἀθηναίων περόνας ἔτι καὶ ἐς ἐμὲ ἐφόρεον μέζονας ἢ πρὸ τοῦ
117,Ἀθηναίων,A-,ethnic,0,530,43,πυθόμενοι γὰρ Λακεδαιμόνιοι τὰ ἐκ τῶν Ἀλκμεωνιδέων ἐς τὴν Πυθίην μεμηχανημένα καὶ τὰ ἐκ τῆς Πυθίης ἐπὶ σφέας τε καὶ τοὺς Πεισιστρατίδας συμφορὴν ἐποιεῦντο διπλῆν ὅτι τε ἄνδρας ξείνους σφίσι ἐόντας ἐξεληλάκεσαν ἐκ τῆς ἐκείνων καὶ ὅτι ταῦτα ποιήσασι χάρις οὐδεμία ἐφαίνετο πρὸς Ἀθηναίων
118,Ἀθηναίων,A-,ethnic,0,531,16,πυθόμενοι γὰρ Λακεδαιμόνιοι τὰ ἐκ τῶν Ἀλκμεωνιδέων ἐς τὴν Πυθίην μεμηχανημένα καὶ τὰ ἐκ τῆς Πυθίης ἐπὶ σφέας τε καὶ τοὺς Πεισιστρατίδας συμφορὴν ἐποιεῦντο διπλῆν ὅτι τε ἄνδρας ξείνους σφίσι ἐόντας ἐξεληλάκεσαν ἐκ τῆς ἐκείνων καὶ ὅτι ταῦτα ποιήσασι χάρις οὐδεμία ἐφαίνετο πρὸς Ἀθηναίων
119,Σάρδισι,Ne,place,0,545,4,ἐπείτε δὲ Σωκλέος ἤκουσαν εἴπαντος ἐλευθέρως ἅπας τις αὐτῶν φωνὴν ῥήξας αἱρέετο τοῦ Κορινθίου τὴν γνώμην Λακεδαιμονίοισί τε ἐπεμαρτυρέοντο μὴ ποιέειν μηδὲν νεώτερον περὶ πόλιν Ἑλλάδα
120,Μιλήσιον,A-,ethnic,0,549,23,Ἴωνες δὲ τῆς Ἀθηναίων συμμαχίης στερηθέντες οὕτω γάρ σφι ὑπῆρχε πεποιημένα ἐς Δαρεῖον οὐδὲν δὴ ἧσσον τὸν πρὸς βασιλέα πόλεμον ἐσκευάζοντο
121,Μιλήσιον,A-,ethnic,0,552,9,βασιλέι δὲ Δαρείῳ ὡς ἐξαγγέλθη Σάρδις ἁλούσας ἐμπεπρῆσθαι ὑπό τε Ἀθηναίων καὶ Ἰώνων τὸν δὲ ἡγεμόνα γενέσθαι τῆς συλλογῆς ὥστε ταῦτα συνυφανθῆναι τὸν Μιλήσιον Ἀρισταγόρην πρῶτα μὲν λέγεται αὐτόν ὡς ἐπύθετο ταῦτα Ἰώνων οὐδένα λόγον ποιησάμενον εὖ εἰδότα ὡς οὗτοί γε οὐ καταπροΐξονται ἀποστάντες εἰρέσθαι οἵτινες εἶεν οἱ Ἀθηναῖοι
122,Μιλήσιοι,A-,ethnic,0,555,9,ἄνδρας γάρ μοι ἐκ τῆς ἑτέρης ἠπείρου ἐπαγαγών καὶ Ἴωνας σὺν αὐτοῖσι τοὺς δώσοντας ἐμοὶ δίκην τῶν ἐποίησαν τούτους ἀναγνώσας ἅμα ἐκείνοισι ἕπεσθαι Σαρδίων με ἀπεστέρησε
123,Σαρδίων,Ne,place,0,557,8,νῦν ὦν ὡς τάχος ἄπες με πορευθῆναι ἐς Ἰωνίην ἵνα τοι κεῖνά τε πάντα καταρτίσω ἐς τὸ αὐτὸ καὶ τὸν Μιλήτου ἐπίτροπον τοῦτον τὸν ταῦτα μηχανησάμενον ἐγχειρίθετον παραδῶ
124,Μιλήσιοί,A-,ethnic,0,573,6,μετὰ δὲ παρεόντων καὶ διαβάντων τὸν Μαίανδρον τῶν Περσέων ἐνθαῦτα ἐπὶ τῷ Μαρσύῃ ποταμῷ συνέβαλόν τε τοῖσι Πέρσῃσι οἱ Κᾶρες καὶ μάχην ἐμαχέσαντο ἰσχυρὴν καὶ ἐπὶ χρόνον πολλόν
125,Μιλήσιοι,A-,ethnic,0,575,6,μετὰ δὲ παρεόντων καὶ διαβάντων τὸν Μαίανδρον τῶν Περσέων ἐνθαῦτα ἐπὶ τῷ Μαρσύῃ ποταμῷ συνέβαλόν τε τοῖσι Πέρσῃσι οἱ Κᾶρες καὶ μάχην ἐμαχέσαντο ἰσχυρὴν καὶ ἐπὶ χρόνον πολλόν
126,Σαρδίων,Ne,place,0,579,3,ταύτην δὲ ἐξελών ὡς ἐπύθετο τὸν Ἑλλήσποντον ἐκλελοιπέναι Δαυρίσην καὶ στρατεύεσθαι ἐπὶ Καρίης καταλιπὼν τὴν Προποντίδα ἐπὶ τὸν Ἑλλήσποντον ἦγε τὸν στρατόν καὶ εἷλε μὲν Αἰολέας πάντας ὅσοι τὴν Ἰλιάδα νέμονται εἷλε δὲ Γέργιθας τοὺς ὑπολειφθέντας τῶν ἀρχαίων Τευκρῶν
127,Σαρδίων,Ne,place,0,586,9,ἁλισκομενέων δὲ τῶν πολίων ἦν γὰρ ὡς διέδεξε Ἀρισταγόρης ὁ Μιλήσιος ψυχὴν οὐκ ἄκρος ὃς ταράξας τὴν Ἰωνίην καὶ ἐγκερασάμενος πρήγματα μεγάλα δρησμὸν ἐβούλευε ὁρέων ταῦτα
128,Μιλήσιοι,A-,ethnic,0,590,2,ἀπιγμένον δὲ αὐτὸν ἐκ τῶν Σούσων εἴρετο Ἀρταφρένης ὁ Σαρδίων ὕπαρχος κατὰ κοῖόν τι δοκέοι Ἴωνας ἀπεστάναι
129,Αἰγύπτιοι,A-,ethnic,0,595,10,ἀπιγμένον δὲ αὐτὸν ἐκ τῶν Σούσων εἴρετο Ἀρταφρένης ὁ Σαρδίων ὕπαρχος κατὰ κοῖόν τι δοκέοι Ἴωνας ἀπεστάναι
130,Μιλησίων,A-,ethnic,0,598,10,ἀπιγμένον δὲ αὐτὸν ἐκ τῶν Σούσων εἴρετο Ἀρταφρένης ὁ Σαρδίων ὕπαρχος κατὰ κοῖόν τι δοκέοι Ἴωνας ἀπεστάναι
131,Μιλήσιοι,A-,ethnic,0,599,8,ἀπιγμένον δὲ αὐτὸν ἐκ τῶν Σούσων εἴρετο Ἀρταφρένης ὁ Σαρδίων ὕπαρχος κατὰ κοῖόν τι δοκέοι Ἴωνας ἀπεστάναι
132,Σάμιοι,A-,ethnic,0,600,8,ἀπιγμένον δὲ αὐτὸν ἐκ τῶν Σούσων εἴρετο Ἀρταφρένης ὁ Σαρδίων ὕπαρχος κατὰ κοῖόν τι δοκέοι Ἴωνας ἀπεστάναι
133,Μιλησίου,A-,ethnic,0,602,12,ταῦτα ἐπιλεγόμενοι συλλέξαντες τῶν Ἰώνων τοὺς τυράννους οἳ ὑπ’ Ἀρισταγόρεω μὲν τοῦ Μιλησίου καταλυθέντες τῶν ἀρχέων ἔφευγον ἐς Μήδους ἐτύγχανον δὲ τότε συστρατευόμενοι ἐπὶ τὴν Μίλητον τούτων τῶν ἀνδρῶν τοὺς παρεόντας συγκαλέσαντες ἔλεγόν σφι τάδε
134,Σάμιοι,A-,ethnic,0,605,35,μαθόντες δὲ ταῦτα τὰ γινόμενα ἐκ τῶν Ἰώνων οἱ στρατηγοὶ τῶν Σαμίων ἐνθαῦτα δὴ παρ’ Αἰάκεος τοῦ Συλοσῶντος κείνους τοὺς πρότερον ἔπεμπε λόγους ὁ Αἰάκης κελευόντων τῶν Περσέων δεόμενος σφέων ἐκλιπεῖν τὴν Ἰώνων συμμαχίην οἱ Σάμιοι ὦν ὁρῶντες ἐοῦσαν ἅμα μὲν ἀταξίην πολλὴν ἐκ τῶν Ἰώνων ἐδέκοντο τοὺς λόγους
135,Σάμου,Ne,place,0,607,3,μαθόντες δὲ ταῦτα τὰ γινόμενα ἐκ τῶν Ἰώνων οἱ στρατηγοὶ τῶν Σαμίων ἐνθαῦτα δὴ παρ’ Αἰάκεος τοῦ Συλοσῶντος κείνους τοὺς πρότερον ἔπεμπε λόγους ὁ Αἰάκης κελευόντων τῶν Περσέων δεόμενος σφέων ἐκλιπεῖν τὴν Ἰώνων συμμαχίην οἱ Σάμιοι ὦν ὁρῶντες ἐοῦσαν ἅμα μὲν ἀταξίην πολλὴν ἐκ τῶν Ἰώνων ἐδέκοντο τοὺς λόγους
136,Μιλησίου,A-,ethnic,0,607,6,μαθόντες δὲ ταῦτα τὰ γινόμενα ἐκ τῶν Ἰώνων οἱ στρατηγοὶ τῶν Σαμίων ἐνθαῦτα δὴ παρ’ Αἰάκεος τοῦ Συλοσῶντος κείνους τοὺς πρότερον ἔπεμπε λόγους ὁ Αἰάκης κελευόντων τῶν Περσέων δεόμενος σφέων ἐκλιπεῖν τὴν Ἰώνων συμμαχίην οἱ Σάμιοι ὦν ὁρῶντες ἐοῦσαν ἅμα μὲν ἀταξίην πολλὴν ἐκ τῶν Ἰώνων ἐδέκοντο τοὺς λόγους
137,Σαμίων,A-,ethnic,0,609,5,τύραννος δὲ ἐὼν Σάμου ὑπὸ τοὺ Μιλησίου Ἀρισταγόρεω ἀπεστέρητο τὴν ἀρχὴν κατά περ οἱ ἄλλοι τῆς Ἰωνίης τύραννοι
138,Μιλησίους,A-,ethnic,0,615,4,χρεωμένοισι γὰρ Ἀργείοισι ἐν Δελφοῖσι περὶ σωτηρίης τῆς πόλιος τῆς σφετέρης ἐχρήσθη ἐπίκοινον χρηστήριον τὸ μὲν ἐς αὐτοὺς τοὺς Ἀργείους φέρον τὴν δὲ παρενθήκην ἔχρησε ἐς Μιλησίους
139,Μιλησίων,A-,ethnic,0,616,4,χρεωμένοισι γὰρ Ἀργείοισι ἐν Δελφοῖσι περὶ σωτηρίης τῆς πόλιος τῆς σφετέρης ἐχρήσθη ἐπίκοινον χρηστήριον τὸ μὲν ἐς αὐτοὺς τοὺς Ἀργείους φέρον τὴν δὲ παρενθήκην ἔχρησε ἐς Μιλησίους
140,Μιλησίων,A-,ethnic,0,617,2,χρεωμένοισι γὰρ Ἀργείοισι ἐν Δελφοῖσι περὶ σωτηρίης τῆς πόλιος τῆς σφετέρης ἐχρήσθη ἐπίκοινον χρηστήριον τὸ μὲν ἐς αὐτοὺς τοὺς Ἀργείους φέρον τὴν δὲ παρενθήκην ἔχρησε ἐς Μιλησίους
141,Μιλήσιοι,A-,ethnic,0,619,5,χρεωμένοισι γὰρ Ἀργείοισι ἐν Δελφοῖσι περὶ σωτηρίης τῆς πόλιος τῆς σφετέρης ἐχρήσθη ἐπίκοινον χρηστήριον τὸ μὲν ἐς αὐτοὺς τοὺς Ἀργείους φέρον τὴν δὲ παρενθήκην ἔχρησε ἐς Μιλησίους
142,Μίλητος,Ne,place,0,621,0,χρεωμένοισι γὰρ Ἀργείοισι ἐν Δελφοῖσι περὶ σωτηρίης τῆς πόλιος τῆς σφετέρης ἐχρήσθη ἐπίκοινον χρηστήριον τὸ μὲν ἐς αὐτοὺς τοὺς Ἀργείους φέρον τὴν δὲ παρενθήκην ἔχρησε ἐς Μιλησίους
143,Σάμιοι,A-,ethnic,0,623,4,χρεωμένοισι γὰρ Ἀργείοισι ἐν Δελφοῖσι περὶ σωτηρίης τῆς πόλιος τῆς σφετέρης ἐχρήσθη ἐπίκοινον χρηστήριον τὸ μὲν ἐς αὐτοὺς τοὺς Ἀργείους φέρον τὴν δὲ παρενθήκην ἔχρησε ἐς Μιλησίους
144,Σάμιοι,A-,ethnic,0,624,0,τούτων ὦν ἐπικαλεομένων οἱ Σάμιοι μοῦνοι Ἰώνων ἐστάλησαν σὺν δέ σφι Μιλησίων οἱ ἐκπεφευγότες
145,Σαμίων,A-,ethnic,0,626,3,μαθὼν δὲ ταῦτα ὁ Ῥηγίου τύραννος Ἀναξίλεως τότε ἐὼν διάφορος τοῖσι Ζαγκλαίοισι συμμίξας τοῖσι Σαμίοισι ἀναπείθει ὡς χρεὸν εἴη Καλὴν μὲν ἀκτήν ἐπ’ ἣν ἔπλεον ἐᾶν χαίρειν τὴν δὲ Ζάγκλην σχεῖν ἐοῦσαν ἔρημον ἀνδρῶν
146,Σάμιοι,A-,ethnic,0,634,0,καὶ γὰρ παραιτησάμενος βασιλέα ἐς Σικελίην ἀπίκετο καὶ αὖτις ἐκ τῆς Σικελίης ὀπίσω παρὰ βασιλέα ἐς ὃ γήραϊ μέγα ὄλβιος ἐὼν ἐτελεύτησε ἐν Πέρσῃσι
147,Σάμον,Ne,place,0,635,13,καὶ γὰρ παραιτησάμενος βασιλέα ἐς Σικελίην ἀπίκετο καὶ αὖτις ἐκ τῆς Σικελίης ὀπίσω παρὰ βασιλέα ἐς ὃ γήραϊ μέγα ὄλβιος ἐὼν ἐτελεύτησε ἐν Πέρσῃσι
148,Μιλησίῳ,A-,ethnic,0,638,3,καὶ γὰρ παραιτησάμενος βασιλέα ἐς Σικελίην ἀπίκετο καὶ αὖτις ἐκ τῆς Σικελίης ὀπίσω παρὰ βασιλέα ἐς ὃ γήραϊ μέγα ὄλβιος ἐὼν ἐτελεύτησε ἐν Πέρσῃσι
149,Μιλήσιος,A-,ethnic,0,646,23,ὡς φεύγων τε κατελαμβάνετο ὑπὸ ἀνδρὸς Πέρσεω καὶ ὡς καταιρεόμενος ὑπ’ αὐτοῦ ἔμελλε συγκεντηθήσεσθαι Περσίδα γλῶσσαν μετεὶς καταμηνύει ἑωυτὸν ὡς εἴη Ἱστιαῖος ὁ Μιλήσιος
150,Σαρδίων,Ne,place,0,647,19,ὡς φεύγων τε κατελαμβάνετο ὑπὸ ἀνδρὸς Πέρσεω καὶ ὡς καταιρεόμενος ὑπ’ αὐτοῦ ἔμελλε συγκεντηθήσεσθαι Περσίδα γλῶσσαν μετεὶς καταμηνύει ἑωυτὸν ὡς εἴη Ἱστιαῖος ὁ Μιλήσιος
151,Ἀθήνῃσι,Ne,place,0,655,3,οὗτοι ὦν οἱ Δόλογκοι πιεσθέντες πολέμῳ ὑπὸ Ἀψινθίων ἐς Δελφοὺς ἔπεμψαν τοὺς βασιλέας περὶ τοῦ πολέμου χρησομένους
152,Ἀθηναίου,A-,ethnic,0,656,32,οὗτοι ὦν οἱ Δόλογκοι πιεσθέντες πολέμῳ ὑπὸ Ἀψινθίων ἐς Δελφοὺς ἔπεμψαν τοὺς βασιλέας περὶ τοῦ πολέμου χρησομένους
153,Σαρδίων,Ne,place,0,663,2,κελευούσης δὲ καὶ τῆς Πυθίης οὕτω δὴ Μιλτιάδης ὁ Κυψέλου Ὀλύμπια ἀναραιρηκὼς πρότερον τούτων τεθρίππῳ τότε παραλαβὼν Ἀθηναίων πάντα τὸν βουλόμενον μετέχειν τοῦ στόλου ἔπλεε ἅμα τοῖσι Δολόγκοισι καὶ ἔσχε τὴν χώρην
154,Μιλησίου,A-,ethnic,0,670,9,ὡς δὲ παραπλέων τὴν Ἀσίην ἀπίκετο ὁ Μαρδόνιος ἐς τὴν Ἰωνίην ἐνθαῦτα μέγιστον θῶμα ἐρέω τοῖσι μὴ ἀποδεκομένοισι Ἑλλήνων Περσέων τοῖσι ἑπτὰ Ὀτάνεα γνώμην ἀποδέξασθαι ὡς χρεὸν εἴη δημοκρατέεσθαι Πέρσας τοὺς γὰρ τυράννους τῶν Ἰώνων καταπαύσας πάντας ὁ Μαρδόνιος δημοκρατίας κατίστα ἐς τὰς πόλιας
155,Σπαρτιητέων,Nb,ethnic,0,676,10,ὡς δὲ παραπλέων τὴν Ἀσίην ἀπίκετο ὁ Μαρδόνιος ἐς τὴν Ἰωνίην ἐνθαῦτα μέγιστον θῶμα ἐρέω τοῖσι μὴ ἀποδεκομένοισι Ἑλλήνων Περσέων τοῖσι ἑπτὰ Ὀτάνεα γνώμην ἀποδέξασθαι ὡς χρεὸν εἴη δημοκρατέεσθαι Πέρσας τοὺς γὰρ τυράννους τῶν Ἰώνων καταπαύσας πάντας ὁ Μαρδόνιος δημοκρατίας κατίστα ἐς τὰς πόλιας
